symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
ESZ5,-2,0,0.25,277707857158,277707857289,1,6821.50,6801.25,"$(1,012.50)",11/03/2025 23:08:48,11/04/2025 14:41:16,15h 32min 27sec
ESZ5,-2,0,0.25,277707857096,277707857289,1,6835.25,6801.25,"$(1,700.00)",11/03/2025 22:47:37,11/04/2025 14:41:16,15h 53min 38sec
ESZ5,-2,0,0.25,277707857047,277707857289,1,6847.25,6801.25,"$(2,300.00)",11/03/2025 21:40:50,11/04/2025 14:41:16,17h 26sec
ESZ5,-2,0,0.25,277707856989,277707857289,1,6858.25,6801.25,"$(2,850.00)",11/03/2025 19:49:26,11/04/2025 14:41:16,18h 51min 49sec
ESZ5,-2,0,0.25,277707857342,277707857320,1,6790.50,6780.50,$(500.00),11/04/2025 20:45:13,11/04/2025 20:19:31,25min 41sec
ESZ5,-2,0,0.25,277707857362,277707857393,1,6824.00,6826.50,$125.00,11/05/2025 16:13:25,11/05/2025 16:35:06,21min 41sec
ESZ5,-2,0,0.25,277707857405,277707857427,1,6826.50,6816.50,$(500.00),11/05/2025 17:13:01,11/05/2025 17:25:00,11min 58sec
ESZ5,-2,0,0.25,277707857442,277707857481,1,6807.00,6808.50,$75.00,11/06/2025 01:01:19,11/06/2025 01:27:01,25min 42sec
ESZ5,-2,0,0.25,277707857493,277707857536,1,6824.25,6828.00,$187.50,11/06/2025 03:06:56,11/06/2025 03:20:44,13min 48sec
ESZ5,-2,0,0.25,277707857585,277707857556,1,6829.00,6833.00,$200.00,11/06/2025 03:40:25,11/06/2025 03:33:35,6min 49sec
ESZ5,-2,0,0.25,277707857597,277707857627,1,6778.25,6761.75,$(825.00),11/06/2025 13:25:22,11/06/2025 13:43:14,17min 52sec
ESZ5,-2,0,0.25,277707857669,277707857699,1,6718.25,6703.50,$(737.50),11/07/2025 07:18:53,11/07/2025 07:36:18,17min 25sec
ESZ5,-2,0,0.25,277707857710,277707857749,2,6692.25,6705.25,"$1,300.00",11/07/2025 07:37:54,11/07/2025 08:11:53,33min 59sec
ESZ5,-2,0,0.25,277707857852,277707857791,1,6804.50,6800.50,$(200.00),11/09/2025 23:08:10,11/09/2025 20:46:13,2h 21min 57sec
ESZ5,-2,0,0.25,277707857864,277707857886,1,6802.25,6812.25,$500.00,11/09/2025 23:55:57,11/10/2025 01:59:43,2h 3min 46sec
ESZ5,-2,0,0.25,277707857901,277707857933,1,6851.25,6858.75,$375.00,11/10/2025 12:27:27,11/10/2025 20:38:43,8h 11min 15sec
ESZ5,-2,0,0.25,277707858098,277707858140,3,6832.75,6830.75,$(300.00),11/11/2025 08:17:38,11/11/2025 08:56:29,38min 50sec
ESZ5,-2,0,0.25,277707858011,277707858140,1,6845.50,6830.75,$(737.50),11/11/2025 01:32:39,11/11/2025 08:56:29,7h 23min 50sec
ESZ5,-2,0,0.25,277707857945,277707858140,1,6857.75,6830.75,"$(1,350.00)",11/10/2025 21:37:49,11/11/2025 08:56:29,11h 18min 40sec
ESZ5,-2,0,0.25,277707858162,277707858205,4,6870.75,6874.25,$700.00,11/11/2025 12:08:04,11/11/2025 13:47:39,1h 39min 34sec
ESZ5,-2,0,0.25,277707858222,277707858337,2,6881.25,6887.75,$650.00,11/11/2025 19:49:13,11/11/2025 22:48:56,2h 59min 43sec
ESZ5,-2,0,0.25,277707858367,277707858413,2,6892.25,6884.50,$(775.00),11/12/2025 03:38:44,11/12/2025 04:30:25,51min 40sec
ESZ5,-2,0,0.25,277707858424,277707858443,2,6875.50,6882.00,$650.00,11/12/2025 07:48:36,11/12/2025 07:53:54,5min 18sec
ESZ5,-2,0,0.25,277707858454,277707858472,2,6862.25,6872.25,"$1,000.00",11/12/2025 08:36:38,11/12/2025 08:40:15,3min 36sec
ESZ5,-2,0,0.25,277707858603,277707858692,10,6872.75,6862.25,"$(5,250.00)",11/13/2025 02:08:17,11/13/2025 04:33:24,2h 25min 7sec
ESZ5,-2,0,0.25,277707858564,277707858692,8,6875.75,6862.25,"$(5,400.00)",11/13/2025 02:07:32,11/13/2025 04:33:24,2h 25min 52sec
ESZ5,-2,0,0.25,277707858492,277707858692,2,6888.25,6862.25,"$(2,600.00)",11/13/2025 00:01:51,11/13/2025 04:33:24,4h 31min 33sec
ESZ5,-2,0,0.25,277707858716,277707858739,20,6863.25,6838.25,"$(25,000.00)",11/13/2025 04:33:35,11/13/2025 07:35:10,3h 1min 35sec
ESZ5,-2,0,0.25,277707858707,277707858739,20,6863.00,6838.25,"$(24,750.00)",11/13/2025 04:33:29,11/13/2025 07:35:10,3h 1min 41sec
ESZ5,-2,0,0.25,277707858776,277707858754,2,6763.50,6773.50,"$1,000.00",11/13/2025 12:40:19,11/13/2025 12:27:31,12min 48sec
ESZ5,-2,0,0.25,277707858825,277707858843,2,6746.75,6756.75,"$1,000.00",11/13/2025 22:15:24,11/13/2025 22:23:28,8min 4sec
ESZ5,-2,0,0.25,277707858875,277707858905,2,6767.50,6750.00,"$(1,750.00)",11/14/2025 13:26:21,11/14/2025 13:59:30,33min 9sec
ESZ5,-2,0,0.25,277707858932,277707858956,2,6782.00,6792.00,"$1,000.00",11/16/2025 23:17:02,11/17/2025 00:19:43,1h 2min 40sec
ESZ5,-2,0,0.25,277707858971,277707859005,1,6799.00,6776.50,"$(1,125.00)",11/17/2025 01:21:07,11/17/2025 03:19:24,1h 58min 16sec
ESZ5,-2,0,0.25,277707859024,277707859042,2,6744.50,6764.50,"$2,000.00",11/17/2025 06:37:46,11/17/2025 07:40:35,1h 2min 49sec
ESZ5,-2,0,0.25,277707859088,277707859057,1,6668.00,6669.75,$87.50,11/17/2025 13:22:50,11/17/2025 13:12:45,10min 4sec
ESZ5,-2,0,0.25,277707859113,277707859135,1,6685.25,6675.25,$(500.00),11/17/2025 20:03:59,11/17/2025 20:50:54,46min 55sec
ESZ5,-2,0,0.25,277707859186,277707859166,2,6609.25,6629.25,"$2,000.00",11/21/2025 11:10:37,11/21/2025 09:57:09,1h 13min 27sec
ESZ5,-2,0,0.25,277707859230,277707859277,2,6652.50,6656.75,$425.00,11/23/2025 21:12:01,11/23/2025 22:58:37,1h 46min 36sec
ESZ5,-2,0,0.25,277707859319,277707859301,2,6655.00,6665.00,"$1,000.00",11/24/2025 02:16:40,11/24/2025 01:18:31,58min 9sec
ESZ5,-2,0,0.25,277707859330,277707859348,2,6638.75,6628.75,"$(1,000.00)",11/24/2025 02:25:04,11/24/2025 02:26:30,1min 26sec
ESZ5,-2,0,0.25,277707859393,277707859371,2,6643.25,6633.25,"$(1,000.00)",11/24/2025 04:51:56,11/24/2025 03:14:53,1h 37min 3sec
ESZ5,-2,0,0.25,277707859408,277707859448,2,6714.50,6721.50,$700.00,11/24/2025 12:59:55,11/24/2025 13:11:52,11min 57sec
ESZ5,-2,0,0.25,277707859460,277707859491,2,6720.50,6723.75,$325.00,11/24/2025 13:57:47,11/24/2025 14:10:53,13min 6sec
ESZ5,-2,0,0.25,277707859522,277707859565,2,6712.75,6719.00,$625.00,11/24/2025 23:53:57,11/25/2025 01:03:17,1h 9min 20sec
ESZ5,-2,0,0.25,277707859581,277707859599,2,6692.50,6682.50,"$(1,000.00)",11/25/2025 07:47:33,11/25/2025 07:48:41,1min 7sec
ESZ5,-2,0,0.25,277707859619,277707859650,2,6797.25,6800.00,$275.00,11/25/2025 19:08:30,11/25/2025 21:15:32,2h 7min 2sec
ESZ5,-2,0,0.25,277707859695,277707859725,2,6808.50,6795.50,"$(1,300.00)",11/26/2025 01:23:31,11/26/2025 02:08:24,44min 53sec
