ticker	analysis_period_start	analysis_period_end	analysis_buy	analysis_sell	analysis_return	analysis_trades	analysis_eval_metric	evaluation_period_start	evaluation_period_end	evaluation_return	evaluation_trades	evaluation_data_good	analysis_avg_trade_duration	current_price_below_lb	percent_below_lb	current_price_below_ub	percent_below_ub	current_price_between_bounds	num_days_below_lb	num_days_below_ub	trend_slope	norm_trend_slope	cyclicality	profit_score	profit_rank	swing_probability	current_price_below_lb_weight	percent_below_lb_weight	num_days_below_lb_weight	cyclicality_weight	norm_trend_slope_weight
HRTX	2024-08-22	2025-08-21	1.5030526315789472	1.808315789473684	1.207578305995046	6	0.4680906374594581	2025-08-22	2025-08-22	0.0	0	False	12.0	True	0.12178724000280118	True	0.27003900110600143	False	10	10	0.0006761672638601826	0.00036376641755506324	0.07688216279753159	3.213917525773196	3.0	very_high	1.0	0.25	0.0	0.75	1.75
HSAI	2024-08-22	2025-08-21	17.19103157894737	18.840328421052636	1.2924415706886574	9	0.6462207853443287	2025-08-22	2025-08-22	0.0	0	False	26.11111111111111	False	-0.34139710546747726	False	-0.2239701710418275	False	0	0	0.05819769310168482	0.00415338586458342	0.050007808098678545	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
HSIC	2024-08-22	2025-08-21	69.86791578947368	71.1249094736842	0.5279323973044325	26	0.3726283052440602	2025-08-22	2025-08-22	0.0	0	False	6.115384615384615	True	0.023729286479209286	True	0.04098296216127634	False	13	18	-0.006329423314058279	-8.894802131784848e-05	0.08339144997683391	2.8711340206185567	10.0	very_high	1.0	0.25	0.0	0.75	1.75
HTBK	2024-08-22	2025-08-21	9.556315789473684	9.781263157894736	0.35572642869827065	13	0.2077352888471976	2025-08-22	2025-08-22	0.0	0	False	13.153846153846153	False	-0.0192212369884893	True	0.004218591937323714	True	0	0	-0.0014584425553752346	-0.00014961004244937678	0.0778007627996262	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
HWC	2024-08-22	2025-08-21	58.155	60.84492631578948	0.4390378810428084	8	0.2062028838804515	2025-08-22	2025-08-22	0.0	0	False	35.875	False	-0.03654028028544407	True	0.009284690606041174	True	0	1	0.01351464886774363	0.0002444334852702171	0.07813638135810806	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
IBOC	2024-08-22	2025-08-21	61.628	63.03069473684211	0.4044912684460089	15	0.2478324738082383	2025-08-22	2025-08-22	0.0	0	False	6.866666666666666	False	-0.11734925683131044	False	-0.09248359529425591	False	0	0	0.009306160801910891	0.00014347438817795169	0.0729270591136476	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
IBTF	2024-08-22	2025-08-21	23.300673684210526	23.365894736842105	0.027599013746929968	10	0.014507652054740475	2025-08-22	2025-08-22	0.0	0	False	26.7	False	-0.0021169480530041805	True	0.0006802537211229154	True	0	15	-5.343641400101307e-05	-2.290116261893594e-06	0.06580767514502472	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
IGIC	2024-08-22	2025-08-21	24.05515789473684	25.393073684210528	0.7239618821873459	10	0.3805566091591715	2025-08-22	2025-08-22	0.0	0	False	26.5	False	-0.043435262817034664	True	0.011541481265923316	True	0	0	0.011938372748985173	0.0005114108465920149	0.06910219482581488	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
IJT	2024-08-22	2025-08-21	136.28615410526317	138.35768421052632	0.18434679930967213	12	0.10452229365540829	2025-08-22	2025-08-22	0.0	0	False	19.166666666666668	False	-0.005604721182071625	True	0.009451475123973018	True	0	2	-0.03178157501912169	-0.0002368582620791602	0.04675354177512167	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
ILMN	2024-08-22	2025-08-21	93.0546947368421	95.9084	0.1641215966388927	5	0.05402548264078319	2025-08-22	2025-08-22	0.0	0	False	25.0	False	-0.06700688536770018	False	-0.03525864262150141	False	0	0	-0.18670035234151303	-0.0016782469142068669	0.045688801180164045	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
IMCR	2024-08-22	2025-08-21	28.80936757894737	29.67	0.8082613589777559	20	0.5371622576386625	2025-08-22	2025-08-22	0.0	0	False	3.1	False	-0.13400614957871598	False	-0.10111223458038422	False	0	0	0.0007010423554460035	2.216474360597734e-05	0.09527766816826931	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
INTC	2024-08-22	2025-08-21	19.597	20.916063157894737	1.344521229041376	13	0.7851665868576978	2025-08-22	2025-08-22	0.0	0	False	7.461538461538462	False	-0.19916313721487974	False	-0.12353839355901736	False	0	0	-0.0010145545274478287	-4.674086222464362e-05	0.09265761071600513	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
IRBT	2024-08-22	2025-08-21	3.3552985263157895	4.086906947368424	1.1255442803149744	5	0.3705062235738661	2025-08-22	2025-08-22	0.0	0	False	22.2	True	0.03138275938487363	True	0.20477758807484264	False	1	10	-0.01762774813794217	-0.0030119669292643196	0.04609101894302876	1.7744845360824741	39.0	low	1.0	0.25	0.0	0.75	1.75
IUSB	2024-08-22	2025-08-21	45.774673684210526	46.00255221052632	0.0671131944857506	13	0.03919241787283973	2025-08-22	2025-08-22	0.0	0	False	15.76923076923077	False	-0.006888663324283738	False	-0.0019009334324210769	False	0	0	-0.0020080096121066347	-4.3757055218553106e-05	0.05878749930561224	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
IVF	2024-08-22	2025-08-21	1.2312	41.616000000000014	-0.11943615643940675	1	-0.29859039109851687	2025-08-22	2025-08-22	0.0	0	False	2.0	True	0.14717348927875246	True	0.974769319492503	False	2	207	-0.1001508110356339	-0.006405015545079128	0.03351906255487111	1.4806701030927836	49.0	very_low	1.0	0.25	0.0	0.75	1.75
IXUS	2024-08-22	2025-08-21	69.14585263157895	70.27383157894738	0.15781588783965805	9	0.07890794391982903	2025-08-22	2025-08-22	0.0	0	False	14.555555555555555	False	-0.1517682835489163	False	-0.1332810266725023	False	0	0	0.02528481782890325	0.000352569779265704	0.032232145677652466	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
JD	2024-08-22	2025-08-21	33.843936842105265	37.802905263157896	0.6036645433912013	6	0.2339970166115417	2025-08-22	2025-08-22	0.0	0	False	30.833333333333332	True	0.07871238072962775	True	0.17519566861472083	False	20	69	-0.008024539285469257	-0.00022361507674250046	0.04502463476581258	2.329896907216495	28.0	medium	1.0	0.25	0.0	0.75	1.75
KELYA	2024-08-22	2025-08-21	13.1952	13.365705263157896	0.19824740624029413	14	0.11877163424374725	2025-08-22	2025-08-22	0.0	0	False	11.0	False	-0.08372741603007161	False	-0.06990238961930847	False	0	0	-0.024903001730620315	-0.001695902611312438	0.03937946079852054	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
KROS	2024-08-22	2025-08-21	14.019473684210528	14.349705263157896	0.29393776335247157	11	0.1609994079765953	2025-08-22	2025-08-22	0.0	0	False	14.818181818181818	False	-0.08206629875736744	False	-0.05716457040746108	False	0	0	-0.15265907715109833	-0.005626026916494693	0.02010887502579488	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
KRYS	2024-08-22	2025-08-21	174.0997052631579	187.0468105263158	0.19655627559154398	6	0.07619063035625634	2025-08-22	2025-08-22	0.0	0	False	43.666666666666664	True	0.16312322424802922	True	0.2210506044448092	False	83	101	-0.14069330584477927	-0.0008568473702253864	0.07553501914525458	2.509020618556701	22.0	high	1.0	0.25	0.0	0.75	1.75
LBRDK	2024-08-22	2025-08-21	73.88397894736842	89.12869473684209	0.45690852162068674	4	0.11422713040517168	2025-08-22	2025-08-22	0.0	0	False	43.75	True	0.1677492079331207	True	0.3100987265486948	False	19	20	0.028237399790110605	0.0003478799280669219	0.05153241301068889	2.927835051546392	7.0	very_high	1.0	0.25	0.0	0.75	1.75
LFUS	2024-08-22	2025-08-21	248.235	254.1437052631579	0.2675461590499584	11	0.14654385582230467	2025-08-22	2025-08-22	0.0	0	False	24.818181818181817	False	-0.007553326484983987	True	0.015871749642514688	True	0	2	-0.11832679276471095	-0.0005113163770492598	0.04745050936550037	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
LIF	2024-08-22	2025-08-21	41.55783157894737	43.78455789473685	0.5221896301277948	8	0.24525675873130076	2025-08-22	2025-08-22	0.0	0	False	18.125	False	-1.0734960590112343	False	-0.9680454512561864	False	0	0	0.09540610733114802	0.0019282487267061302	0.03195227570301145	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
LRCX	2024-08-22	2025-08-21	75.85991578947369	78.03906315789473	0.6232700907213164	17	0.3965222891919968	2025-08-22	2025-08-22	0.0	0	False	8.764705882352942	False	-0.2972595470987242	False	-0.26103512802158063	False	0	0	0.05607543909336362	0.0006904698572959551	0.05041050701840241	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
LX	2024-08-22	2025-08-21	3.229178947368421	3.7076408421052633	1.003952400296488	5	0.3304806563253798	2025-08-22	2025-08-22	0.0	0	False	16.4	False	-1.031476145150144	False	-0.76931916530381	False	0	0	0.016264627297543917	0.002615305561119662	0.041295175705320035	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
LZ	2024-08-22	2025-08-21	8.712084210526315	9.228446315789476	0.784905577038332	10	0.4125921712968488	2025-08-22	2025-08-22	0.0	0	False	25.0	False	-0.2270312983297247	False	-0.15837483734503255	False	0	0	0.007752904011313282	0.0009382683707618804	0.049103638839834624	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
MCTR	2024-08-22	2025-08-21	4.630052631578948	9.225692631578987	3.651504092602062	4	0.9128760231505155	2025-08-22	2025-08-22	0.0	0	False	37.5	True	0.6954678246240239	True	0.8471659466332473	False	45	53	-0.018284922673789956	-0.0035271027973297737	0.022971362344262683	1.518041237113402	45.0	very_low	1.0	0.25	0.0	0.75	1.75
MGPI	2024-08-22	2025-08-21	29.18113684210526	32.33043705263158	0.35240594728933883	4	0.08810148682233471	2025-08-22	2025-08-22	0.0	0	False	24.25	True	0.0074067313852350805	True	0.1040950064223659	False	0	20	-0.15046915499847538	-0.0035127931649531277	0.02359748787434605	1.4780927835051547	50.0	very_low	1.0	0.25	0.0	0.75	1.75
MLTX	2024-08-22	2025-08-21	50.4	52.19848421052632	0.5819130773791366	13	0.3398226037229611	2025-08-22	2025-08-22	0.0	0	False	20.076923076923077	False	-0.07480158730158737	False	-0.03776959847190563	False	0	0	-0.011831828242249787	-0.0002540896677888797	0.08396049033933191	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
MNTS	2024-08-22	2025-08-21	1.7369263157894737	2.1497684210526335	0.7419984412696554	5	0.244250755106305	2025-08-22	2025-08-22	0.0	0	False	27.2	True	0.2630660331620285	True	0.404587030181954	False	5	6	-0.028344103773672767	-0.006124012983045507	0.028804194912596264	1.4716494845360826	51.0	very_low	1.0	0.25	0.0	0.75	1.75
MOMO	2024-08-22	2025-08-21	6.39281052631579	7.1899999999999995	0.8062048957008032	5	0.26538621052676603	2025-08-22	2025-08-22	0.0	0	False	36.4	False	-0.2717411170772431	False	-0.13073713490959685	False	0	0	0.0040459874549814935	0.0005824610693468266	0.0558850935402302	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
MRUS	2024-08-22	2025-08-21	41.5008	43.322842105263156	0.6089312581967492	11	0.3335317345752524	2025-08-22	2025-08-22	0.0	0	False	6.818181818181818	False	-0.6059931374816873	False	-0.538449389771289	False	0	0	0.0271067709277768	0.000553384684653162	0.06290620622022976	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
MSFT	2024-08-22	2025-08-21	411.9773052631579	437.56721052631576	0.35415534502169876	5	0.11658071720267574	2025-08-22	2025-08-22	0.0	0	False	35.0	False	-0.22395091564062647	False	-0.15237153943388196	False	0	0	0.224651550969912	0.0005152640142737246	0.03647758603005967	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
MSTR	2024-08-22	2025-08-21	240.39434315789475	320.57501473684215	2.1850849233564777	4	0.5462712308391193	2025-08-22	2025-08-22	0.0	0	False	28.5	False	-0.40427597241034985	False	-0.053045260801491696	False	0	0	0.6072211411598541	0.0019070179872921057	0.05040652325357427	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
NCMI	2024-08-22	2025-08-21	5.009747368421053	5.199778947368421	0.0983181644653246	8	0.04617708385989064	2025-08-22	2025-08-22	0.0	0	False	9.5	True	0.1436693939814173	True	0.17496492765886812	False	17	41	-0.0074320796939345585	-0.0012219779478544295	0.06708994137469416	2.390463917525773	27.0	medium	1.0	0.25	0.0	0.75	1.75
NFE	2024-08-22	2025-08-21	2.5208947368421053	2.88	0.5670391931816077	5	0.1866577386233947	2025-08-22	2025-08-22	0.0	0	False	7.0	True	0.04795707455581774	True	0.16666666666666666	False	6	9	-0.028210863513764693	-0.0033745538381000327	0.04540282632235426	1.7139175257731958	40.0	low	1.0	0.25	0.0	0.75	1.75
NNNN	2024-08-22	2025-08-21	31.560257894736843	34.555821526315796	0.721075351091635	3	0.09660577900349587	2025-08-22	2025-08-22	0.0	0	False	43.0	False	-0.5649428520112486	False	-0.4292816034597041	False	0	0	0.2815555485352031	0.014389091031975634	0.042820518377253806	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
NVDL	2024-08-22	2025-08-21	67.38961936842107	79.30048421052632	1.671318765601351	6	0.6478492222859629	2025-08-22	2025-08-22	0.0	0	False	47.0	False	-0.2497473763661839	False	-0.06203639030013215	False	0	0	0.005301414241888844	8.588688014115616e-05	0.0590501009588	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
NVTS	2024-08-22	2025-08-21	3.2842526315789473	3.5198105263157897	0.8725039021697769	9	0.43625195108488846	2025-08-22	2025-08-22	0.0	0	False	25.444444444444443	False	-0.8908411430622685	False	-0.7642995137298059	False	0	0	0.012345937474549672	0.0033629116549756255	0.04527612964420496	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
OCGN	2024-08-22	2025-08-21	0.9559953684210526	1.0583284210526316	1.2672914526907282	8	0.5952086677377046	2025-08-22	2025-08-22	0.0	0	False	33.25	False	-0.05649047407849151	True	0.04566486176811098	True	0	3	-0.00027234814185958663	-0.0003082059902769666	0.07355173916002995	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
OCSL	2024-08-22	2025-08-21	13.40538947368421	14.640046315789474	0.331460391305183	4	0.08286509782629575	2025-08-22	2025-08-22	0.0	0	False	21.0	False	-0.017501209254408394	True	0.06830895847036436	True	0	24	-0.008797077760391646	-0.0005787887592117276	0.054588968117367416	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
OFIX	2024-08-22	2025-08-21	10.748652631578945	11.208	0.28742062569004156	6	0.11141215706702154	2025-08-22	2025-08-22	0.0	0	False	5.0	False	-0.35365803498504617	False	-0.29817987152034264	False	0	0	-0.01942246372503728	-0.0012706327601879818	0.05462791499078614	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
ON	2024-08-22	2025-08-21	46.73843157894736	56.18972631578948	0.5197934194126019	3	0.06963911348130924	2025-08-22	2025-08-22	0.0	0	False	49.333333333333336	False	-0.04432259173167776	True	0.13133586510663875	True	0	14	-0.07994400182248013	-0.0014198814548427871	0.04724250907350234	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
ONCO	2024-08-22	2025-08-21	2.6644	550.5008	0.06066095794488113	1	-0.030330478972440567	2025-08-22	2025-08-22	0.0	0	False	14.0	False	-0.05464644948205973	True	0.9948955569183552	True	0	209	-1.1912238116753258	-0.011248071137185947	0.02437266511352654	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
ONEQ	2024-08-22	2025-08-21	75.57014021052632	78.45284463157894	0.3017113776478637	7	0.1306571048675196	2025-08-22	2025-08-22	0.0	0	False	37.714285714285715	False	-0.09937602032432932	False	-0.05898008402564066	False	0	0	0.022381297008636718	0.0002996130181200014	0.04097052372098001	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
OP	2024-08-22	2025-08-21	0.089004	2.7255520000000004	-0.11926825418391274	1	-0.29817063545978184	2025-08-22	2025-08-22	0.0	0	False	2.0	True	0.09442272257426626	True	0.9704280087116298	False	1	44	-0.002870319107606988	-0.0025090479269420833	0.0323022422268992	1.6391752577319587	41.0	low	1.0	0.25	0.0	0.75	1.75
ORGO	2024-08-22	2025-08-21	3.585263157894737	4.564105263157895	2.368387720687853	5	0.7796249385277059	2025-08-22	2025-08-22	0.0	0	False	49.2	False	-0.24677040516735155	True	0.020618556701031063	True	0	0	0.004193620409168966	0.0011240529639095693	0.05706747082336397	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
OS	2024-08-22	2025-08-21	22.653452631578947	23.576168421052632	0.14910134431578115	8	0.07002841557849179	2025-08-22	2025-08-22	0.0	0	False	9.375	True	0.12419531262342721	True	0.15847224851500358	False	9	11	-0.024769447932168582	-0.0009176893078873936	0.06441128392086516	2.4136597938144333	25.0	medium	1.0	0.25	0.0	0.75	1.75
OUST	2024-08-22	2025-08-21	10.307474736842106	11.227423368421057	1.168810286240146	9	0.584405143120073	2025-08-22	2025-08-22	0.0	0	False	25.444444444444443	False	-1.883344442627787	False	-1.6470899889276736	False	0	0	0.04998303649151077	0.004070619315801221	0.03463267076857248	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
OZK	2024-08-22	2025-08-21	43.6178947368421	44.620558315789474	0.31576325834142716	12	0.1790337566887149	2025-08-22	2025-08-22	0.0	0	False	10.583333333333334	False	-0.14425513430026302	False	-0.11854270506379558	False	0	0	0.012757531912496482	0.00027792412014978555	0.06970135981740683	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
PEP	2024-08-22	2025-08-21	145.6238105263158	154.47268421052632	0.2679799840604524	4	0.0669949960151131	2025-08-22	2025-08-22	0.0	0	False	46.5	False	-0.023046982918206886	True	0.035557640747930004	True	0	1	-0.1195503587084001	-0.0007924877573180262	0.05007387170011333	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
PHH	2024-08-22	2025-08-21	3.867315578947368	32.714202105263155	0.0906319931077546	2	-0.005497752270663972	2025-08-22	2025-08-22	0.0	0	False	112.0	True	0.8694184661967891	True	0.9845632793251358	False	32	32	0.0163722855138665	0.0016065776286891828	0.03372323552437639	2.9329896907216497	6.0	very_high	1.0	0.25	0.0	0.75	1.75
PLMR	2024-08-22	2025-08-21	123.44437894736842	128.9605462231579	0.21721496196282253	5	0.07150273575915184	2025-08-22	2025-08-22	0.0	0	False	42.8	False	-0.02775032028061907	True	0.01621074262154834	True	0	13	0.1792180889740685	0.0014587713699818787	0.04716425671867438	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
PMAX	2024-08-22	2025-08-21	0.41489894736842103	0.5628421052631578	3.131555894552603	6	1.213877383887903	2025-08-22	2025-08-22	0.0	0	False	30.666666666666668	True	0.19233345342175895	True	0.4046287637927809	False	17	58	-0.011456511472890684	-0.008190635053911476	0.03894106757289574	1.5051546391752577	46.0	very_low	1.0	0.25	0.0	0.75	1.75
PONY	2024-08-22	2025-08-21	12.638221052631579	15.198768421052634	4.851133178627263	7	2.100799185591117	2025-08-22	2025-08-22	0.0	0	False	22.0	False	-0.13623586264222726	True	0.055186604454793266	True	0	1	0.0012419968443110774	9.318150647388785e-05	0.06896830028848239	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
PRAX	2024-08-22	2025-08-21	36.938526315789474	37.903999999999996	0.5956910476840171	18	0.3850824580292733	2025-08-22	2025-08-22	0.0	0	False	3.1666666666666665	False	-0.25559963068084673	False	-0.22361756015196305	False	0	0	-0.0882535673980082	-0.0015591075988265115	0.05585978490963702	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
PRCH	2024-08-22	2025-08-21	5.1181052631578945	5.37282947368421	1.081463750944712	15	0.6626146412511246	2025-08-22	2025-08-22	0.0	0	False	11.866666666666667	False	-2.0558183538315995	False	-1.9109429354874863	False	0	0	0.0369158673978445	0.0057245843640143365	0.03399741338234293	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
PROK	2024-08-22	2025-08-21	0.6733465263157895	1.0074736842105265	4.061964194650232	4	1.015491048662558	2025-08-22	2025-08-22	0.0	0	False	18.0	False	-2.4454770453689907	False	-1.3027896771497225	False	0	0	-0.000684344365654625	-0.0004157904746111804	0.03110220151036098	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
QH	2024-08-22	2025-08-21	0.3683568421052631	1.8135360000000005	-0.16490885106279274	2	-0.3398211013590674	2025-08-22	2025-08-22	0.0	0	False	21.5	True	0.8316849508057118	True	0.9658126444691475	False	18	23	-0.000994868807114376	-0.0008194578322984742	0.04428600491631977	2.109536082474227	32.0	medium	1.0	0.25	0.0	0.75	1.75
QNST	2024-08-22	2025-08-21	15.133082105263158	16.143451789473684	0.5468535286475651	8	0.2568406498307012	2025-08-22	2025-08-22	0.0	0	False	8.25	True	0.004168490253629061	True	0.06649456407914112	False	0	10	-0.017731518247314747	-0.0009429875885596634	0.0690126463371186	2.3969072164948453	26.0	medium	1.0	0.25	0.0	0.75	1.75
QQQM	2024-08-22	2025-08-21	212.08284736842103	218.05549789473685	0.1825446344692685	6	0.07075933203612406	2025-08-22	2025-08-22	0.0	0	False	40.833333333333336	False	-0.09353492221423605	False	-0.06358244685009516	False	0	0	0.07221023606994283	0.0003442754598571354	0.041270418412458806	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
QSI	2024-08-22	2025-08-21	1.1784463157894738	1.5901844210526321	4.487529825895122	7	1.943339557258664	2025-08-22	2025-08-22	0.0	0	False	24.857142857142858	True	0.05808182763388726	True	0.3019677558749891	False	5	15	0.0016925355259434967	0.001157495534054415	0.034235889251961214	2.8518041237113403	11.0	very_high	1.0	0.25	0.0	0.75	1.75
QTRX	2024-08-22	2025-08-21	4.95317052631579	5.408	0.8431932413750751	8	0.3960224972548394	2025-08-22	2025-08-22	0.0	0	False	5.0	True	0.022848098145324194	True	0.10502958579881666	False	0	2	-0.027611468141788897	-0.003164172118722429	0.04886874903255547	1.804123711340206	37.0	low	1.0	0.25	0.0	0.75	1.75
RAPP	2024-08-22	2025-08-21	9.434442105263159	10.29	1.395125277686692	10	0.7333592528719671	2025-08-22	2025-08-22	0.0	0	False	3.8	False	-0.5824995090776013	False	-0.45092322643343064	False	0	0	-0.03516152726993747	-0.0022324010750479502	0.06221186763355438	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
RARE	2024-08-22	2025-08-21	32.83373684210526	39.22717894736842	0.2728043805135345	3	0.03654885672513711	2025-08-22	2025-08-22	0.0	0	False	34.666666666666664	True	0.10092475486542238	True	0.24746054159012204	False	30	31	-0.07916457271589303	-0.0018778982422557441	0.047688238021530556	1.9561855670103094	34.0	low	1.0	0.25	0.0	0.75	1.75
RAY	2024-08-22	2025-08-21	1.120715789473684	2.2569263157894737	32.847891099639135	5	10.81285587474811	2025-08-22	2025-08-22	0.0	0	False	23.4	False	-1.409174587669535	False	-0.19631730159322422	False	0	0	0.0017991750277546591	0.0010604047005632051	0.0959224722790533	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
REG	2024-08-22	2025-08-21	71.42705263157896	72.56978947368421	0.46871403342130713	25	0.328099823394915	2025-08-22	2025-08-22	0.0	0	False	6.84	True	0.0028987984797152287	True	0.01859988134833548	False	0	1	-0.005628723075739437	-7.787819368524486e-05	0.09034023489566163	2.913659793814433	8.0	very_high	1.0	0.25	0.0	0.75	1.75
REVB	2024-08-22	2025-08-21	2.1948	59.078400000000016	0.16980102894009397	1	-0.08490051447004698	2025-08-22	2025-08-22	0.0	0	False	52.0	False	-0.1572808456351377	True	0.9570062831762539	True	0	158	-0.13828369844144378	-0.0074249787811373055	0.03291926774334543	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
RNAZ	2024-08-22	2025-08-21	19.335473684210527	44.80479157894737	0.17506515324184857	2	-0.010619482268311276	2025-08-22	2025-08-22	0.0	0	False	78.5	True	0.5128125561416976	True	0.7897546296270193	False	77	105	-1.4075255110935487	-0.00867423777923262	0.039150760286541714	1.4948453608247423	47.0	very_low	1.0	0.25	0.0	0.75	1.75
ROCK	2024-08-22	2025-08-21	58.35307368421053	63.492760000000004	0.6646625925867355	6	0.25764154184851473	2025-08-22	2025-08-22	0.0	0	False	21.166666666666668	False	-0.048102458680749506	True	0.03674056695598061	True	0	6	-0.029619338516339713	-0.00046787714574525506	0.0705359512236916	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
RPAY	2024-08-22	2025-08-21	4.778315789473684	5.040252631578947	0.38015134709623566	6	0.1473571407418764	2025-08-22	2025-08-22	0.0	0	False	15.0	False	-0.1426620258183902	False	-0.08327903363239943	False	0	0	-0.012829143069669036	-0.001981322548028165	0.04135261826526887	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SATL	2024-08-22	2025-08-21	3.2304072631578946	3.900764631578947	4.918821874597167	10	2.585619795339241	2025-08-22	2025-08-22	0.0	0	False	24.4	False	-0.098932645579086	True	0.08992201906757064	True	0	23	0.008734781597840408	0.003073895333823321	0.05953577555837384	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SAVA	2024-08-22	2025-08-21	1.1797039999999999	1.694	0.4391775126556674	1	-0.2195887563278337	2025-08-22	2025-08-22	0.0	0	False	19.0	False	-0.8224910655554276	False	-0.269185360094451	False	0	0	-0.08246599368750515	-0.00925029334663263	0.02141977144031502	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SBGI	2024-08-22	2025-08-21	14.276673684210525	14.835263157894737	0.7907294897830746	17	0.5030593832242766	2025-08-22	2025-08-22	0.0	0	False	8.176470588235293	True	0.024282524898914925	True	0.061021038067194104	False	3	6	-0.0056304214104201085	-0.00037227409401140664	0.09437448078026395	2.7268041237113403	14.0	high	1.0	0.25	0.0	0.75	1.75
SBLK	2024-08-22	2025-08-21	15.37802105263158	15.878568421052632	0.25308296874955527	7	0.10959841238300072	2025-08-22	2025-08-22	0.0	0	False	16.571428571428573	False	-0.2342290295377134	False	-0.19532186382969693	False	0	0	-0.009976472506262058	-0.000573553102946046	0.03876587984591426	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SCHL	2024-08-22	2025-08-21	21.323145263157894	21.796684210526315	0.36262424564930495	14	0.217251136289621	2025-08-22	2025-08-22	0.0	0	False	13.214285714285714	False	-0.1550828780665714	False	-0.12998838548596234	False	0	0	-0.025171469955998702	-0.0011111931401670554	0.045910202461120965	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SEGG	2024-08-22	2025-08-21	0.7146753684210527	2.200400000000003	9.135062707949615	3	1.2238663377013825	2025-08-22	2025-08-22	0.0	0	False	63.0	False	-0.01094851162456379	True	0.6716506089801858	True	0	60	0.0022265312604005895	0.002711202036284024	0.049797192730009446	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SEIC	2024-08-22	2025-08-21	84.21	84.794	0.09461343292675162	13	0.05525186556924286	2025-08-22	2025-08-22	0.0	0	False	20.0	False	-0.04666904168151059	False	-0.03946033917494167	False	0	0	0.048386074068267074	0.0006046979739477064	0.051233776863490274	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SFD	2024-08-22	2025-08-21	19.544736842105262	20.658252631578947	0.6382223937912794	5	0.21008979660729732	2025-08-22	2025-08-22	0.0	0	False	8.4	False	-0.31544365154167237	False	-0.24453894811503912	False	0	0	0.02713813469090637	0.0012218342408623	0.0864840714840715	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
