ticker	analysis_period_start	analysis_period_end	analysis_buy	analysis_sell	analysis_return	analysis_trades	analysis_eval_metric	evaluation_period_start	evaluation_period_end	evaluation_return	evaluation_trades	evaluation_data_good	analysis_avg_trade_duration	current_price_below_lb	percent_below_lb	current_price_below_ub	percent_below_ub	current_price_between_bounds	num_days_below_lb	num_days_below_ub	trend_slope	norm_trend_slope	cyclicality	profit_score	profit_rank	swing_probability	current_price_below_lb_weight	percent_below_lb_weight	num_days_below_lb_weight	cyclicality_weight	norm_trend_slope_weight
SFNC	2024-08-22	2025-08-21	18.645536842105262	19.23882105263158	0.28677632303098033	8	0.13469021100676778	2025-08-22	2025-08-22	0.0	0	False	8.5	False	-0.07157011188228489	False	-0.0385251749751599	False	0	0	-0.012494055124747232	-0.0005931983266349433	0.060474079173838215	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SGMO	2024-08-22	2025-08-21	0.5673684210526316	0.6359936842105264	0.7620564850112623	6	0.2953940991471399	2025-08-22	2025-08-22	0.0	0	False	16.833333333333332	False	-0.010278293135435972	True	0.09873318834678929	True	0	18	-0.0032112650677327374	-0.0030901163727819936	0.0439475289793155	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SLRC	2024-08-22	2025-08-21	16.26110989473684	16.478126315789474	0.17359964260630356	12	0.09842879231382441	2025-08-22	2025-08-22	0.0	0	False	16.916666666666668	False	-0.014075921431245097	False	-0.0007205724718317519	False	0	0	0.0023955894551620964	0.00014785444977000506	0.05626384608200242	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SMTC	2024-08-22	2025-08-21	36.91131052631579	38.77728421052632	0.48732351380019057	8	0.22888119287036246	2025-08-22	2025-08-22	0.0	0	False	11.125	False	-0.33807224115728907	False	-0.27368383334572977	False	0	0	-0.020195325604962053	-0.000437285250414625	0.04537583928937618	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
SNDK	2024-08-22	2025-08-21	43.15194736842105	47.96260526315789	1.410782543164283	5	0.4644008427686728	2025-08-22	2025-08-22	0.0	0	False	24.2	False	-0.05441359601993944	True	0.05134427643465651	True	0	6	-0.011502479524251239	-0.0002699413597842569	0.08784402181740758	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
STIM	2024-08-22	2025-08-21	3.3843284210526314	4.628463157894736	2.4948203018964086	5	0.8212439658903334	2025-08-22	2025-08-22	0.0	0	False	50.2	True	0.0012789601108763738	True	0.26973600422102134	False	0	12	0.011843747974459421	0.004237361231368408	0.04834110293023948	3.2628865979381443	1.0	very_high	1.0	0.25	0.0	0.75	1.75
TASK	2024-08-22	2025-08-21	14.49242105263158	17.311282105263157	1.445308466165638	5	0.4757660725249415	2025-08-22	2025-08-22	0.0	0	False	60.0	False	-0.19855750374061218	False	-0.0033918859608319985	False	0	0	0.010809334020203076	0.0007219037195961147	0.058342695254995615	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TBBK	2024-08-22	2025-08-21	49.38252631578948	54.12324210526316	0.9072201028624745	7	0.39287465073978645	2025-08-22	2025-08-22	0.0	0	False	16.285714285714285	False	-0.367487754031897	False	-0.24770796007863533	False	0	0	0.020541756995863563	0.000373627266057896	0.06517956287300597	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TCPC	2024-08-22	2025-08-21	7.015818947368421	7.119	0.09214305421991731	6	0.03571718767481688	2025-08-22	2025-08-22	0.0	0	False	6.166666666666667	False	-0.011998749292576018	True	0.00266891417333897	True	0	0	-0.005049283181381401	-0.0006187100993137436	0.053758803329259044	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TECH	2024-08-22	2025-08-21	49.03133684210527	51.97873684210526	0.5998269853984035	8	0.281720688712982	2025-08-22	2025-08-22	0.0	0	False	7.25	False	-0.10133648148112355	False	-0.038886346238745394	False	0	0	-0.08805777209850034	-0.0013871067794412816	0.0644064298085418	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TER	2024-08-22	2025-08-21	105.82151578947368	108.0128	0.2290348367861923	10	0.12039407462079926	2025-08-22	2025-08-22	0.0	0	False	16.7	False	-0.03287123780618092	False	-0.011917106120756046	False	0	0	-0.131530699598497	-0.0012436098892210415	0.045706729149023705	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TH	2024-08-22	2025-08-21	9.07	9.902526315789475	0.526185636158071	6	0.2039640565158119	2025-08-22	2025-08-22	0.0	0	False	46.5	True	0.024255788313120245	True	0.10628866636902874	False	1	125	-0.005673475172413533	-0.0007128020818163318	0.04893365009333107	2.207474226804124	30.0	medium	1.0	0.25	0.0	0.75	1.75
TLN	2024-08-22	2025-08-21	198.59187284210526	209.03934336842104	0.7638040925335368	11	0.41836069413285887	2025-08-22	2025-08-22	0.0	0	False	12.545454545454545	False	-0.8019871351156667	False	-0.7119265408774761	False	0	0	0.44713501312616577	0.0019609599355723067	0.04325836377430837	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TNDM	2024-08-22	2025-08-21	10.3412	46.256800000000005	0.045133902938966575	1	-0.022566951469483287	2025-08-22	2025-08-22	0.0	0	False	14.0	False	-0.0685413685065563	True	0.7611162034554919	True	0	226	-0.08460829097749079	-0.0030932482800666602	0.03773682715978213	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TOWN	2024-08-22	2025-08-21	32.70806315789474	34.79464210526316	0.5458527721726982	7	0.2363833391103788	2025-08-22	2025-08-22	0.0	0	False	16.142857142857142	False	-0.08535928369183697	False	-0.020272026152846886	False	0	0	0.001983032108022304	5.738220188884553e-05	0.08985269893131848	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TRI	2024-08-22	2025-08-21	165.58275789473686	171.07277894736842	0.25827399420948516	7	0.11184640303942076	2025-08-22	2025-08-22	0.0	0	False	18.0	False	-0.06345613661020634	False	-0.02932799176761583	False	0	0	0.09607171224307387	0.0005432060258610355	0.045828672366809334	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TSEM	2024-08-22	2025-08-21	45.925115789473686	49.89386694736842	0.649377840771034	6	0.25171675073120003	2025-08-22	2025-08-22	0.0	0	False	45.333333333333336	False	-0.08807564534118005	False	-0.0015259000211766812	False	0	0	-0.006999470002166826	-0.00015946136136511636	0.05781449005621285	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TSLA	2024-08-22	2025-08-21	227.6226947368421	245.56603936842103	0.7064712845310481	7	0.305939714400154	2025-08-22	2025-08-22	0.0	0	False	7.571428571428571	False	-0.4063184708804358	False	-0.3035597300966409	False	0	0	0.1289993108971281	0.0004168581878191637	0.052520643269198745	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TSLL	2024-08-22	2025-08-21	9.953347368421053	11.045178947368422	2.16462032109197	11	1.1856339458227847	2025-08-22	2025-08-22	0.0	0	False	8.272727272727273	False	-0.1463480151612576	False	-0.0330298906310159	False	0	0	-0.016493979190482816	-0.0010781170935287316	0.042049150877865336	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TSLS	2024-08-22	2025-08-21	7.503715789473684	7.67	0.4231406810032463	16	0.26446292562702894	2025-08-22	2025-08-22	0.0	0	False	3.0625	False	-0.01816222980053385	True	0.003911342894393774	True	0	0	-0.022843054011199654	-0.002187569160069656	0.040846800681094995	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TSSI	2024-08-22	2025-08-21	7.022905263157895	11.739894736842105	3.7161934837617885	3	0.4978755214458861	2025-08-22	2025-08-22	0.0	0	False	53.333333333333336	False	-1.1458355816156456	False	-0.28365716540092717	False	0	0	0.04668542441043865	0.0037848110912918143	0.04695467306117674	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
TXN	2024-08-22	2025-08-21	185.18884210526318	188.6552842105263	0.2509759639304965	12	0.142300183678948	2025-08-22	2025-08-22	0.0	0	False	10.083333333333334	False	-0.08381259755333667	False	-0.06389810834040287	False	0	0	-0.042330617579326844	-0.00022069088944704675	0.0567623270178831	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
UBND	2024-08-22	2025-08-21	21.626651578947367	21.78287157894737	0.05200198385636723	7	0.02251963022080796	2025-08-22	2025-08-22	0.0	0	False	30.571428571428573	False	-0.006628322490393103	True	0.0005909036786411974	True	0	1	-0.001007278983477912	-4.6407355001431766e-05	0.04808963125228172	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
UFG	2024-08-22	2025-08-21	4.22368947368421	4.662426315789474	3.4079936446951047	9	1.7039968223475523	2025-08-22	2025-08-22	0.0	0	False	14.333333333333334	False	-0.1246091905181427	False	-0.0187828564526489	False	0	0	-0.011657014937039741	-0.0030232384781813415	0.07359437751004015	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
UPWK	2024-08-22	2025-08-21	15.268242105263159	17.38501052631579	0.8250141744098678	6	0.319798234942942	2025-08-22	2025-08-22	0.0	0	False	48.0	True	0.031322669758970065	True	0.14926712424980745	False	49	66	0.00544797528442495	0.00039038189248149954	0.05872682566115254	3.0760309278350517	5.0	very_high	1.0	0.25	0.0	0.75	1.75
USEG	2024-08-22	2025-08-21	1.1346105263157895	2.6474947368421082	4.723731085717492	3	0.6328599648398958	2025-08-22	2025-08-22	0.0	0	False	78.0	False	-0.04000445318588331	True	0.554295620089698	True	0	47	-0.00023938664737254114	-0.00016441353338584642	0.024861252417075708	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
USLM	2024-08-22	2025-08-21	102.16121052631578	104.50328378947368	0.4079066034947143	15	0.24992505528040823	2025-08-22	2025-08-22	0.0	0	False	12.533333333333333	False	-0.1187220610562358	False	-0.09364984386751021	False	0	0	-0.018161610183708907	-0.00016992004135215323	0.04953333510718019	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
VERI	2024-08-22	2025-08-21	2.7403444210526313	3.657886315789475	1.6455972754086123	5	0.5416970639879823	2025-08-22	2025-08-22	0.0	0	False	52.6	True	0.16798779653975113	True	0.3766892125219284	False	4	129	-0.0053874692535316755	-0.0020303149481696427	0.056705972246858326	2.1030927835051547	33.0	low	1.0	0.25	0.0	0.75	1.75
VFLO	2024-08-22	2025-08-21	35.23	36.187664842105264	0.20792730392940628	7	0.09004360314854509	2025-08-22	2025-08-22	0.0	0	False	43.57142857142857	False	-0.021572523417542015	True	0.005462216005584133	True	0	2	0.0035457181674364933	0.00010298552489608836	0.058821376511336405	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
VKTX	2024-08-22	2025-08-21	25.28922105263158	29.505642105263163	0.8505513333680663	5	0.27998415343884187	2025-08-22	2025-08-22	0.0	0	False	10.4	False	-0.014661540843696273	True	0.13033582158773574	True	0	3	-0.11794582087779856	-0.0029351558873322503	0.040132777346020256	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
VONG	2024-08-22	2025-08-21	104.17694736842105	105.63200842105263	0.13383858775633417	9	0.06691929387816709	2025-08-22	2025-08-22	0.0	0	False	27.444444444444443	False	-0.08325308862148503	False	-0.06833148102397346	False	0	0	0.03342669565109342	0.00032925383546271637	0.039959460540639445	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
VREX	2024-08-22	2025-08-21	7.5738	7.8839999999999995	0.5593701334468122	11	0.30638547186852505	2025-08-22	2025-08-22	0.0	0	False	4.454545454545454	False	-0.4972668937653489	False	-0.43835616438356173	False	0	0	-0.017702524069849387	-0.0015661775811943713	0.05022028250662433	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
VRTX	2024-08-22	2025-08-21	454.5638315789474	468.2932631578947	0.17553990847302692	11	0.09614899772688705	2025-08-22	2025-08-22	0.0	0	False	13.818181818181818	True	0.12562335058773755	True	0.15125834328735976	False	13	13	-0.08470750544971148	-0.0001837931649564709	0.07112428363855729	2.774484536082474	12.0	high	1.0	0.25	0.0	0.75	1.75
VWOB	2024-08-22	2025-08-21	64.30181052631579	64.45674736842105	0.03448282809150749	14	0.0206589429009241	2025-08-22	2025-08-22	0.0	0	False	12.285714285714286	False	-0.02469898531137372	False	-0.022235882046402144	False	0	0	-0.0013967238748395718	-2.164835912476745e-05	0.04641116061081995	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
WABC	2024-08-22	2025-08-21	50.282736842105265	51.512073894736844	0.3620706639844433	15	0.22184129880824227	2025-08-22	2025-08-22	0.0	0	False	14.666666666666666	True	0.031476744137362185	True	0.0545905781328707	False	5	25	-0.012320930697829508	-0.00024369006813347322	0.06636462377054127	2.6597938144329896	17.0	high	1.0	0.25	0.0	0.75	1.75
WLDN	2024-08-22	2025-08-21	43.10785263157895	45.24403157894737	0.2754854687549362	5	0.09068419827010668	2025-08-22	2025-08-22	0.0	0	False	47.6	False	-1.465212102032454	False	-1.3488180935990857	False	0	0	0.11659161735388904	0.0023803133066548905	0.0210470323382522	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
WMG	2024-08-22	2025-08-21	30.039094736842106	31.872202105263156	0.4299080267306521	6	0.16664420127642987	2025-08-22	2025-08-22	0.0	0	False	30.833333333333332	False	-0.08358791385541776	False	-0.02126611435564768	False	0	0	-0.0063045897833144335	-0.00020580154367202356	0.06626136314209909	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
WRD	2024-08-22	2025-08-21	9.267494736842105	10.024126315789475	1.0863253025834423	9	0.5431626512917211	2025-08-22	2025-08-22	0.0	0	False	11.333333333333334	True	0.018073356564880974	True	0.09219021056566702	False	2	2	-0.03679078799922843	-0.0028267353562851307	0.03466857660412265	1.6224226804123711	43.0	low	1.0	0.25	0.0	0.75	1.75
XAGE	2024-08-22	2025-08-21	6.5407789473684215	11.32064421052632	2.4216729725676855	5	0.7971653567870871	2025-08-22	2025-08-22	0.0	0	False	38.8	True	0.6116670475430256	True	0.7756311431783871	False	27	114	-0.035238256088820724	-0.004611416675470477	0.04087754444760963	1.6288659793814433	42.0	low	1.0	0.25	0.0	0.75	1.75
ZENA	2024-08-22	2025-08-21	4.289084210526315	5.802025263157896	6.718341089094582	6	2.6042141925305957	2025-08-22	2025-08-22	0.0	0	False	33.5	False	-0.14942951875385008	True	0.15029670220416705	True	0	7	-0.00032940036113884787	-8.032275124707011e-05	0.05782251023414421	0.0	124.0	zero	1.0	0.25	0.0	0.75	1.75
